"SYMBOL"	"chromosome_name"	"start_position"	"end_position"
"HOXB9"	"17"	48621156	48626358
"HPD"	"12"	121839527	121863596
"HRK"	"12"	116856144	116881441
"HRNR"	"1"	152212076	152224193
"HS3ST5"	"6"	114055596	114343023
"HS6ST2"	"X"	132626015	132961395
"HSD11B1L"	"19"	5680604	5688523
"HSFX1"	"X"	149774068	149776867
"HSPG2"	"1"	21822244	21937310
"HTR1D"	"1"	23191895	23217502
"HTR3A"	"11"	113975075	113990313
"HTRA1"	"10"	122458551	122514907
"ICA1"	"7"	8113184	8262687
"ICAM1"	"19"	10271093	10286615
"ICOSLG"	"21"	44215382	44241446
"IDUA"	"4"	986997	1004564
"IFNGR1"	"6"	137197483	137219449
"IFT172"	"2"	27444377	27489805
"IGFBP3"	"7"	45912245	45921874
"IGFBP5"	"2"	216672105	216695549
"IGFBP7"	"4"	57030773	57110385
"IGFBPL1"	"9"	38406528	38424454
"IGFN1"	"1"	201190824	201228952
"IGIP"	"5"	140125937	140129392
"IGSF1"	"X"	131273506	131578899
"IGSF22"	"11"	18704312	18726230
"IGSF23"	"19"	44613563	44636781
"IL17REL"	"22"	49991811	50012765
"IL20"	"1"	206865623	206869223
"IL20RB"	"3"	136946230	137011085
"IL21R"	"16"	27402174	27452042
"IL22RA2"	"6"	137143820	137173648
"IL31RA"	"5"	55851357	55922854
"IL32"	"16"	3065297	3082192
"ILDR2"	"1"	166895711	166975540
"IMPG2"	"3"	101222546	101320575
"ING4"	"12"	6650301	6663142
"INHBA"	"7"	41667168	41705834
"INHBB"	"2"	120346136	120351803
"INHBE"	"12"	57452323	57459280
"INPP5J"	"22"	31122731	31134697
"INPPL1"	"11"	72223701	72239147
"INSL3"	"19"	17816512	17821574
"INSR"	"19"	7112255	7294414
"IQCN"	"19"	18257098	18274500
"IQGAP2"	"5"	76403285	76708132
"IRS2"	"13"	109752695	109786583
"ITGA1"	"5"	52787916	52959209
"ITIH3"	"3"	52794768	52808799
"ITIH4"	"3"	52812962	52830688
"IZUMO4"	"19"	2096429	2099593
"JAK3"	"19"	17824780	17848071
"JMY"	"5"	79236131	79327211
"JPH2"	"20"	44106590	44187188
"JSRP1"	"19"	2252252	2269759
"JUND"	"19"	18279694	18281622
"KANK2"	"19"	11164270	11197791
"KBTBD11"	"HSCHR8_8_CTG1"	157254	190312
"KBTBD11"	"8"	1973677	2006936
"KCNAB2"	"1"	5990927	6101193
"KCNB1"	"20"	49293394	49484297
"KCNG1"	"20"	51003656	51023107
"KCNIP4"	"HSCHR4_1_CTG4"	23024	215948
"KCNIP4"	"4"	20728606	21948772
"KCNJ11"	"11"	17365172	17389331
"KCNK15"	"20"	44745865	44752313
"KCNN3"	"1"	154697455	154870281
"KCNQ1"	"11"	2444654	2849105
"KCNQ1"	"HSCHR11_1_CTG7"	1031	81275
"KCNQ3"	"8"	132120861	132481095
"KCNS1"	"20"	45091214	45101127
"KCNT2"	"1"	196225779	196609225
"KCNT2"	"HSCHR1_5_CTG31"	75455	458889
"KCP"	"7"	128862042	128910719
"KCTD12"	"13"	76880175	76886405
"KCTD16"	"5"	144170873	144485686
"KCTD19"	"16"	67289428	67326760
"KDM6B"	"17"	7834217	7854796
"KDR"	"4"	55078481	55125595
"KIAA0408"	"6"	127438406	127459389
"KIAA1614"	"1"	180912897	180951614
"KIF26A"	"14"	104136454	104180894
"KIF26B"	"HSCHR1_1_CTG32_1"	47982	407457
"KIF26B"	"1"	245154985	245709432
"KLF15"	"3"	126342635	126357408
"KLF8"	"X"	56232356	56291531
"KLF9"	"9"	70384604	70414657
"KLHDC2"	"14"	49768130	49786385
"KLHDC7B"	"22"	50545899	50551023
"KLHL10"	"17"	41835685	41848384
"KLHL13"	"X"	117897813	118117340
"KLHL24"	"3"	183635610	183684519
"KLK5"	"19"	50943303	50953093
"KLRC3"	"12"	10412315	10420595
"KLRC4"	"12"	10407384	10409757
"KNDC1"	"10"	133160219	133226412
"KRBA1"	"7"	149714781	149734575
"KRBA2"	"17"	8356902	8376704
"KRT16"	"17"	41609778	41615899
"KRT17"	"17"	41619442	41624842
"L1CAM"	"X"	153861514	153886173
"LACTB"	"15"	63121833	63142061
"LAMB2"	"3"	49121114	49133118
"LATS2"	"13"	20973036	21061586
"LAYN"	"11"	111540280	111561745
"LBH"	"2"	30231534	30323730
"LBP"	"20"	38346482	38377013
"LCA5"	"6"	79484991	79537458
"LCN10"	"9"	136738167	136743356
"LCN2"	"9"	128149071	128153453
"LDB3"	"10"	86666785	86736072
"LDLRAD2"	"1"	21812265	21825225
"LGALS12"	"11"	63506052	63516774
"LGALS9"	"17"	27629798	27649560
"LHFPL6"	"13"	39209116	39603528
"LIMCH1"	"4"	41359607	41700044
"LMOD1"	"1"	201896456	201946548
"LNX1"	"4"	53459301	53701405
"LONRF2"	"2"	100271875	100322501
"LOX"	"5"	122063195	122078413
"LOXL2"	"8"	23296897	23425328
"LOXL4"	"10"	98247690	98268194
"LPAR1"	"9"	110873263	111038470
"LRAT"	"4"	154626945	154753120
"LRATD1"	"2"	14632700	14650814
"LRCOL1"	"12"	132603150	132610582
"LRIG1"	"3"	66378797	66501263
"LRP1"	"12"	57128483	57213361
"LRRC14B"	"5"	191495	196334
"LRRIQ1"	"12"	85036314	85264457
"LRRN4"	"20"	6040546	6054060
"LSAMP"	"3"	115802374	117139389
"LTF"	"3"	46435645	46485234
"LUM"	"12"	91102629	91111494
"LY75"	"2"	159803355	159904756
"LYPD6"	"2"	149329985	149474138
"LYRM9"	"17"	27878314	27894752
"LZTS3"	"20"	3162617	3173549
"MAF"	"16"	79585843	79600737
"MAFIP"	"GL000194.1"	53594	115055
"MAFK"	"7"	1530702	1543043
"MAGED2"	"X"	54807599	54816015
"MAML2"	"11"	95976598	96343195
"MAN1A1"	"6"	119177205	119349761
"MAN1C1"	"1"	25616791	25786206
"MAN2B1"	"19"	12646511	12666742
"MAN2B2"	"4"	6575189	6623362
"MAOA"	"X"	43654907	43746817
"MAP1B"	"5"	72107234	72209565
"MAP1LC3A"	"20"	34546854	34560345
"MAP1LC3C"	"1"	241995490	241999098
"MAP2"	"2"	209424047	209734147
"MAP3K12"	"12"	53479669	53500063
"MAP3K7CL"	"HG2219_PATCH"	168205	269780
"MAP3K7CL"	"21"	29077221	29175889
"MAP3K8"	"10"	30434021	30461833
"MAP6"	"11"	75586918	75669038
"MAP7D2"	"X"	20006713	20116907
"MAPK4"	"HSCHR18_1_CTG1_1"	275117	275798
"MAPK4"	"18"	50560087	50731826
"MAPT"	"HSCHR17_1_CTG5"	760287	893653
"MAPT"	"HSCHR17_2_CTG5"	596513	730446
"MAPT"	"17"	45894527	46028334
"MARCO"	"2"	118942194	118994660
"MARK4"	"19"	45079288	45305284
"MASP2"	"1"	11022009	11047239
"MAST3"	"19"	18097778	18151692
"MATN2"	"8"	97868840	98036724
"MCAM"	"11"	119308529	119321521
"MCC"	"5"	113022106	113488823
"MCHR1"	"22"	40679273	40682812
"MDH1B"	"2"	206737763	206765328
"MDK"	"11"	46380756	46383837
"MEGF10"	"5"	127290796	127465737
"MEGF6"	"1"	3487951	3611508
"MEGF8"	"19"	42325609	42378769
"MEIS3"	"19"	47403124	47419527
"MEX3A"	"1"	156072013	156082465
"MEX3B"	"15"	82041778	82046119
"MFAP2"	"1"	16974502	16980632
"MFAP4"	"17"	19383442	19387190
"MFGE8"	"15"	88898683	88913468
"MGAM"	"HSCHR7_2_CTG6"	404	68627
"MGAM"	"7"	141907813	142106747
"MGAT3"	"22"	39457012	39492194
"MGAT4C"	"12"	85955666	86838904
"MID2"	"X"	107825755	107931637
"MIEF2"	"17"	18260597	18266552
"MIEF2"	"HSCHR17_3_CTG1"	20971	26926
"MKX"	"10"	27672874	27746060
"MLLT11"	"1"	151060397	151069544
"MMP11"	"22"	23768226	23784316
"MMP11"	"HSCHR22_1_CTG7"	4588	20678
"MMP14"	"14"	22836560	22849041
"MMP19"	"12"	55835433	55842966
"MMP23B"	"1"	1632163	1635263
"MMP24"	"20"	35226690	35276998
"MMP24OS"	"20"	35201745	35278131
"MN1"	"22"	27748277	27801756
"MOBP"	"3"	39467198	39529479
"MOSPD1"	"X"	134887632	134915257
"MOV10L1"	"22"	50090006	50161690
"MRAS"	"3"	138347648	138405534
"MROH8"	"HG410_PATCH"	10699	89090
"MROH8"	"20"	37101226	37179588
"MS4A15"	"11"	60756867	60776733
"MSRB3"	"12"	65278643	65491430
"MST1"	"3"	49683947	49689501
"MTUS1"	"8"	17643795	17801094
"MUC4"	"3"	195746765	195811973
"MUC4"	"HSCHR3_8_CTG3"	3239	47971
"MUC4"	"HSCHR3_4_CTG3"	3235	49270
"MUC4"	"HSCHR3_1_CTG3"	117262	190097
"MUC4"	"HSCHR3_3_CTG3"	3239	47971
"MUC4"	"HSCHR3_6_CTG3"	117673	181676
"MUC4"	"HSCHR3_7_CTG3"	3235	47969
"MUC4"	"HSCHR3_5_CTG3"	3235	47969
"MXD4"	"4"	2247432	2262109
"MXI1"	"10"	110207605	110287365
"MXRA7"	"17"	76672551	76711004
"MYC"	"8"	127735434	127742951
"MYCL"	"1"	39895428	39902256
"MYL9"	"20"	36541497	36551447
"MYLK3"	"16"	46702282	46790407
"MYLK4"	"6"	2663629	2770330
"MYO18B"	"22"	25742144	26031045
"MYO1F"	"19"	8520778	8577577
"MYOM1"	"18"	3066807	3219968
"MYOZ2"	"4"	119135832	119187789
"NAALADL2"	"3"	174438573	175810548
"NABP1"	"2"	191678068	191741097
"NACAD"	"7"	45080437	45088969
"NAIP"	"5"	70968166	71025339
"NAIP"	"HSCHR5_2_CTG1_1"	385732	442341
"NAIP"	"HSCHR5_1_CTG1_1"	516878	573494
"NANOS1"	"10"	119029714	119033730
"NAP1L5"	"4"	88695913	88697829
"NATD1"	"17"	21238870	21253410
"NBEA"	"13"	34942270	35673022
"NCAN"	"19"	19211958	19252233
"NCKAP5L"	"12"	49791146	49828750
"NCOA7"	"6"	125781161	125932034
"NDRG1"	"8"	133237175	133302022
"NECAB1"	"8"	90791741	90959393
"NECAB2"	"16"	83968244	84002776
"NECTIN2"	"19"	44846175	44889223
"NECTIN3"	"3"	111070071	111275563
"NEDD9"	"6"	11183298	11382348
"NEO1"	"15"	73051710	73305205
"NEU1"	"HSCHR6_MHC_SSTO_CTG1"	3158886	3164159
"NEU1"	"HSCHR6_MHC_APD_CTG1"	3190275	3195522
"NEU1"	"HSCHR6_MHC_QBL_CTG1"	3113631	3118878
"NEU1"	"HSCHR6_MHC_MANN_CTG1"	3162875	3168122
"NEU1"	"HSCHR6_MHC_MCF_CTG1"	3199729	3204976
"NEU1"	"HSCHR6_MHC_DBB_CTG1"	3105437	3110684
"NEU1"	"HSCHR6_MHC_COX_CTG1"	3335076	3340324
"NEU1"	"6"	31857659	31862905
"NFAM1"	"22"	42380407	42432403
"NFE2"	"12"	54292111	54301015
"NFKBIZ"	"3"	101827991	101861022
"NGFR"	"17"	49495293	49515008
"NHSL2"	"X"	71910845	72161750
"NICN1"	"3"	49422333	49429326
"NLGN3"	"X"	71144821	71175255
"NLRC3"	"16"	3539033	3577403
"NLRP1"	"17"	5499415	5619424
"NLRP10"	"HSCHR11_1_CTG5"	190925	196927
"NLRP10"	"11"	7957537	7965447
"NLRP10"	"HSCHR11_1_CTG1_2"	188531	196420
"NMB"	"15"	84655129	84658563
"NMB"	"HG2280_PATCH"	1146975	1150409
"NMNAT3"	"3"	139560180	139678017
"NNMT"	"11"	114257787	114313536
"NNT"	"5"	43602692	43707405
"NOG"	"17"	56593699	56595611
"NOVA1"	"14"	26443090	26598033
"NOXA1"	"9"	137423350	137434406
"NPAS3"	"14"	32934396	33820863
"NPC1L1"	"7"	44512535	44541330
"NPM2"	"8"	22024125	22036897
"NPNT"	"4"	105894775	106004027
"NPPB"	"1"	11857464	11858945
"NPR3"	"5"	32689070	32791724
"NPY4R2"	"HG1277_PATCH"	137021	141806
"NPY4R2"	"10"	47918662	47923524
"NR3C2"	"4"	148078762	148444698
"NREP"	"5"	111662621	111997464
"NRXN3"	"14"	78170373	79868291
"NUAK1"	"12"	106063345	106138954
"NUPR1"	"16"	28532708	28539008
"NUTM2A"	"10"	87225448	87236908
"NWD1"	"19"	16719847	16817963
"NYAP2"	"2"	225399710	225729887
"OCM"	"7"	5879827	5886363
"OGDHL"	"10"	49734641	49762379
"OGT"	"X"	71533087	71575892
"OLFM2"	"19"	9853718	9936515
"OLFML2A"	"9"	124777133	124814885
"OLR1"	"12"	10158301	10172138
"OR2T33"	"1"	248269917	248277976
"OR2T8"	"1"	247920252	247923152
"ORAI3"	"16"	30949068	30956461
"OSMR"	"5"	38845858	38945596
"OSR1"	"2"	19351485	19358623
"OTOF"	"2"	26457203	26558756
"OVCH2"	"11"	7689437	7706477
"OVGP1"	"1"	111414319	111427735
"P2RX7"	"12"	121132819	121188032
"PADI2"	"1"	17066761	17119451
"PADI2"	"HG1343_HG173_HG459_PATCH"	1481961	1534651
"PALLD"	"4"	168497052	168928457
"PALM"	"19"	708935	748329
"PALMD"	"1"	99646113	99694541
"PAM"	"5"	102753981	103029730
"PAMR1"	"11"	35431823	35530300
"PAPLN"	"14"	73237497	73274640
"PAPPA"	"9"	116153791	116402321
"PAPPA2"	"1"	176463171	176845601
"PARD3B"	"2"	204545475	205620162
"PARD6A"	"16"	67660946	67662774
"PBXIP1"	"1"	154944076	154956123
"PCBP3"	"21"	45643694	45942454
"PCDH19"	"X"	100291644	100410273
"PCDHA1"	"HG2308_PATCH"	21312	247523
"PCDHA1"	"5"	140786136	141012347
"PCDHA2"	"HG2308_PATCH"	30028	247523
"PCDHA2"	"5"	140794852	141012347
"PCDHA4"	"5"	140807037	141012347
"PCDHA4"	"HG2308_PATCH"	42105	247523
"PCDHA8"	"HG2308_PATCH"	76363	247523
"PCDHA8"	"5"	140841187	141012347
"PCDHB10"	"5"	141192353	141195647
"PCDHB10"	"HG2308_PATCH"	427529	430823
"PCDHB11"	"HG2308_PATCH"	434786	438955
"PCDHB11"	"5"	141199610	141203779
"PCDHB12"	"5"	141208697	141212571
"PCDHB12"	"HG2308_PATCH"	443873	447747
"PCDHB14"	"HG2308_PATCH"	458519	462935
"PCDHB14"	"5"	141223343	141227759
"PCDHB15"	"5"	141245395	141249365
"PCDHB15"	"HG2308_PATCH"	480571	484541
"PCDHB2"	"HG2308_PATCH"	329782	333879
"PCDHB2"	"5"	141094606	141098703
"PCDHB3"	"5"	141100473	141103827
"PCDHB3"	"HG2308_PATCH"	335649	339003
"PCDHB4"	"HG2308_PATCH"	356994	360799
"PCDHB4"	"5"	141121818	141125623
"PCDHB5"	"5"	141135206	141138615
"PCDHB5"	"HG2308_PATCH"	370382	373791
"PCDHB7"	"HG2308_PATCH"	407820	411559
"PCDHB7"	"5"	141172644	141176383
"PCDHB8"	"HG2308_PATCH"	412966	415715
"PCDHB8"	"5"	141177790	141180539
"PCDHB9"	"HG2308_PATCH"	422303	426717
"PCDHB9"	"5"	141187127	141191541
"PCDHGA3"	"5"	141343829	141512975
"PCDHGA4"	"5"	141355021	141512975
"PCDHGA5"	"5"	141364162	141512975
"PCDHGA6"	"5"	141373891	141512975
"PCDHGB2"	"5"	141359994	141512975
"PCDHGB3"	"5"	141370242	141512975
"PCDHGB4"	"5"	141387698	141512975
"PCDHGB7"	"5"	141417645	141512975
"PCK2"	"14"	24094053	24110598
"PCK2"	"HG1_PATCH"	395031	411576
"PCLO"	"7"	82754012	83162930
"PCMTD1"	"8"	51817575	51899186
"PCSK1N"	"X"	48831096	48835610
"PDCD4"	"10"	110871795	110900006
"PDE11A"	"2"	177623244	178108339
"PDE1C"	"7"	31751179	32428131
"PDE5A"	"4"	119494397	119628804
"PDE6A"	"5"	149857953	149944793
"PDE7B"	"6"	135851701	136195574
"PDGFD"	"11"	103907189	104164379
"PDGFRB"	"5"	150113839	150155872
"PDGFRL"	"8"	17576433	17644071
"PDLIM3"	"4"	185500660	185535507
"PDZD2"	"5"	31639131	32110932
"PDZK1IP1"	"1"	47183582	47191044
"PELI1"	"2"	64092652	64144420
"PGBD5"	"1"	230314490	230426332
"PGPEP1"	"19"	18340598	18369950
"PGRMC2"	"4"	128269237	128288829
"PHEX"	"X"	22032325	22494713
"PHF21A"	"11"	45929319	46121454
"PHF24"	"9"	34957608	34982544
"PHGDH"	"1"	119648411	119744218
"PHLDB2"	"3"	111732497	111976517
"PHYHD1"	"9"	128920966	128942041
"PIFO"	"1"	111346600	111353013
"PIGZ"	"3"	196946356	196969060
"PIK3AP1"	"10"	96593315	96720514
"PIK3IP1"	"22"	31281594	31292534
"PIK3R3"	"1"	46040140	46133036
"PIK3R5"	"17"	8878911	8965712
"PIPOX"	"17"	28950513	29057216
"PKIG"	"20"	44531785	44624247
"PKP2"	"12"	32790745	32896798
"PLA2G10"	"HSCHR16_1_CTG1"	245404	267531
"PLA2G10"	"16"	14672548	14694308
"PLA2G4C"	"19"	48047843	48110817
"PLA2R1"	"2"	159932006	160062615
"PLAC1"	"X"	134565838	134764322
"PLCD1"	"3"	38007496	38029642
"PLCXD2"	"3"	111674676	111846447
"PLD1"	"3"	171600404	171810950
"PLD3"	"19"	40348456	40389472
"PLEKHB1"	"11"	73646178	73662819
"PLEKHO2"	"15"	64841883	64868002
"PLEKHS1"	"10"	113751262	113783429
"PLGLB2"	"2"	87748087	87759476
"PLIN5"	"19"	4522531	4535224
"PLK2"	"5"	58453982	58460139
"PLOD2"	"3"	146035139	146163725
"PLSCR3"	"17"	7389727	7394842
"PLSCR3"	"HG2046_PATCH"	10184	15299
"PLSCR4"	"3"	146192335	146251179
"PLXDC2"	"10"	19816239	20289856
"PLXNB1"	"3"	48403854	48430086
"PMFBP1"	"16"	72112157	72176878
"PNCK"	"X"	153669733	153689010
"PNMA2"	"8"	26504701	26514092
"PNPLA2"	"11"	818914	825573
"PNPLA7"	"9"	137459952	137550402
"PNRC1"	"6"	89080751	89085160
"POLN"	"4"	2071918	2242121
"PPARGC1A"	"4"	23755041	23904089
"PPFIBP2"	"11"	7513298	7657127
"PPL"	"16"	4882507	4960741
"PPM1E"	"17"	58755854	58985179
"PPM1L"	"3"	160755602	161078902
"PPP1R32"	"11"	61481120	61490931
"PPP1R3C"	"10"	91628442	91633071
"PPP1R9A"	"7"	94907202	95296415
"PPP2R5B"	"11"	64917553	64934475
"PRCP"	"11"	82822936	82970584
"PREX1"	"20"	48624252	48827999
"PREX2"	"8"	67952046	68237032
"PRKD1"	"14"	29576479	30191898
"PRKN"	"6"	161347417	162727775
"PROCR"	"20"	35172072	35216240
"PROM1"	"4"	15963076	16084378
"PROS1"	"3"	93873051	93980003
"PRR36"	"19"	7868719	7874390
"PRR5L"	"11"	36296288	36465204
"PRRT2"	"16"	29811382	29815892
"PRRX1"	"1"	170662728	170739421
"PRTG"	"15"	55611544	55743152
"PSAP"	"10"	71816298	71851251
"PSG1"	"19"	42866464	42879822
"PSG11"	"19"	43007656	43026474
"PSG2"	"19"	43064209	43083045
"PSG3"	"19"	42721638	42740481
"PSG4"	"19"	43192702	43207299
"PSG5"	"19"	43166256	43186536
"PSG7"	"19"	42924132	42937207
"PSG9"	"19"	43211791	43269530
"PTCH1"	"9"	95442980	95517057
"PTGFRN"	"1"	116909916	116990353
"PTGS2"	"1"	186671791	186680922
"PTH1R"	"3"	46877721	46903799
"PTK7"	"6"	43076307	43161719
"PTPRG"	"3"	61561569	62297609
"PTPRN2"	"HSCHR7_1_CTG7"	53097	186331
"PTPRN2"	"7"	157539056	158587823
"PVR"	"19"	44643798	44666162
"PXDC1"	"6"	3722614	3751713
"PXYLP1"	"3"	141228726	141367753
"PZP"	"12"	9148840	9208395
"QPCT"	"2"	37342827	37373322
"QPRT"	"16"	29663279	29698699
"RAB11FIP1"	"8"	37858618	37899497
"RAB30"	"11"	82973133	83071923
"RAB32"	"6"	146543833	146554953
"RAB37"	"17"	74670578	74747335
"RAB3IP"	"12"	69738860	69823204
"RAB40A"	"X"	103499130	103519489
"RAB9B"	"X"	103822327	103832257
"RADX"	"X"	106611930	106679439
"RAG1"	"11"	36510372	36593156
"RALGAPA2"	"20"	20389530	20712644
"RANBP3L"	"5"	36246913	36302114
"RASD1"	"17"	17494437	17496395
"RASGRP3"	"2"	33436324	33564750
"RASL10B"	"17"	35731639	35743521
"RASSF8"	"12"	25958232	26079892
"RASSF9"	"12"	85800703	85836409
"RBM7"	"11"	114400030	114414203
"RBMS3"	"3"	28574791	30010391
"RCAN1"	"21"	34513142	34615113
"RCAN2"	"6"	46220736	46491972
"RDH12"	"14"	67701886	67734451
"REEP2"	"5"	138439057	138446969
"RERG"	"12"	15107783	15348675
"RETREG1"	"5"	16473038	16617101
"RFLNA"	"12"	123973241	124316024
"RFPL4A"	"19"	55759097	55763421
"RFPL4AL1"	"19"	55769118	55773420
"RFTN1"	"3"	16313574	16514026
"RGL1"	"1"	183636085	183928532
"RGPD1"	"2"	86913783	87013976
"RGPD2"	"2"	87755960	87825796
"RGS11"	"16"	268301	275980
"RGS16"	"1"	182598623	182604389
"RGS6"	"14"	71932429	72566530
"RGS7"	"1"	240767636	241357374
"RHCE"	"1"	25362249	25430192
"RHOBTB1"	"10"	60869438	61001440
"RHOQ"	"2"	46541806	46584688
"RIBC1"	"X"	53422690	53431120
"RIMKLA"	"1"	42380792	42424232
"RIMS4"	"20"	44751808	44810546
"RNASE4"	"14"	20684560	20701216
"RNASEL"	"1"	182573634	182589256
"RNF144B"	"6"	18387350	18468870
"RNF175"	"4"	153710160	153760024
"RNF39"	"HSCHR6_MHC_DBB_CTG1"	1326182	1331803
"RNF39"	"HSCHR6_MHC_SSTO_CTG1"	1369185	1374806
"RNF39"	"HSCHR6_MHC_QBL_CTG1"	1325430	1331006
"RNF39"	"HSCHR6_MHC_APD_CTG1"	1328358	1333979
"RNF39"	"HSCHR6_MHC_COX_CTG1"	1550037	1555658
"RNF39"	"HSCHR6_MHC_MANN_CTG1"	1331016	1336637
"RNF39"	"HSCHR6_MHC_MCF_CTG1"	1414356	1419977
"RNF39"	"6"	30070266	30075849
"RNF43"	"17"	58353676	58417595
"ROBO1"	"3"	78597239	79767998
"ROBO2"	"3"	75906695	77649964
"ROBO3"	"11"	124865432	124881471
"RORC"	"1"	151806071	151831845
"ROS1"	"6"	117287353	117425942
"RPS6KA2"	"6"	166409364	166906451
"RPS6KA6"	"X"	84058346	84206356
"RRAD"	"16"	66921685	66925535
"RRAGD"	"6"	89364616	89412273
"RSPO4"	"20"	958452	1002311
"RTL5"	"X"	72127110	72131915
"RTN4RL2"	"11"	57460528	57477534
"RTP3"	"3"	46494611	46500950
"RWDD2A"	"6"	83193357	83198935
"S100A2"	"1"	153561108	153567890
"S100A4"	"1"	153543613	153550136
"S100A8"	"1"	153390032	153391073
"S100A9"	"1"	153357854	153361023
"S1PR1"	"1"	101236865	101243713
"SAA1"	"HG2111_PATCH"	15086	18803
"SAA1"	"11"	18266260	18269977
"SAA2"	"11"	18239223	18248668
"SALL2"	"14"	21521080	21537216
"SAMD12"	"8"	118189455	118622112
"SAMD4A"	"14"	54566117	54793315
"SARDH"	"9"	133663560	133739955
"SARM1"	"17"	28364356	28404049
"SAT2"	"17"	7626234	7627876
"SATB1"	"3"	18345377	18445621
"SBK1"	"16"	28259246	28323849
"SBK2"	"19"	55528611	55537133
"SCD5"	"4"	82629539	82798796
"SCG2"	"2"	223596940	223602361
"SCG5"	"HSCHR15_6_CTG8"	2160040	2215515
"SCG5"	"HSCHR15_4_CTG8"	4856253	4911692
"SCG5"	"15"	32641676	32697098
"SCGB1D2"	"11"	62242239	62244812
"SCHIP1"	"3"	159839861	159897360
"SCN4A"	"17"	63938554	63972918
"SCN4B"	"11"	118133377	118152888
"SCN8A"	"12"	51590266	51812864
"SCN9A"	"2"	166195185	166376001
"SDC2"	"8"	96493813	96611790
"SDC3"	"1"	30869466	30908758
"SDK1"	"7"	3301252	4269000
"SEC14L6"	"22"	30522799	30546741
"SEC31B"	"10"	100486646	100519864
"SECTM1"	"17"	82321024	82334074
"SEL1L3"	"4"	25747433	25863760
"SELENBP1"	"1"	151364304	151372707
"SELENOM"	"22"	31104772	31120069
"SELENOP"	"5"	42799880	42887392
"SEMA3D"	"7"	84995553	85187056
"SEMA4G"	"10"	100969504	100985871
"SEMA5B"	"3"	122909082	123028605
"SEMA6C"	"1"	151131685	151146631
"SEPTIN3"	"22"	41969443	41998221
"SERPINB13"	"18"	63586989	63604639
"SERPINE1"	"7"	101127104	101139247
"SERPINF2"	"17"	1742836	1755265
"SERPINF2"	"HSCHR17_1_CTG2"	171788	184217
"SERPING1"	"11"	57597387	57619171
"SERPINH1"	"11"	75562056	75572783
"SESN3"	"11"	95165513	95232541
"SEZ6L2"	"16"	29871159	29899550
"SFRP4"	"7"	37905932	38025695
"SFTPC"	"8"	22156913	22164479
"SGK1"	"6"	134169248	134318112
"SGK2"	"20"	43558968	43588237
"SH3BGR"	"21"	39445855	39515506
"SH3BGRL"	"X"	81202102	81298547
"SH3BGRL2"	"6"	79631329	79703655
"SH3BP2"	"4"	2793071	2841098
"SH3TC1"	"4"	8182072	8241803
"SHOC1"	"9"	111686171	111795008
"SIDT2"	"11"	117178736	117197445
"SIN3B"	"19"	16829398	16880353
"SLAMF7"	"1"	160739057	160754821
"SLC12A5"	"20"	46021690	46060150
"SLC13A5"	"17"	6684719	6713377
"SLC16A9"	"10"	59650764	59736002
"SLC17A5"	"6"	73593379	73653992
"SLC17A7"	"19"	49429401	49442360
"SLC1A3"	"5"	36596588	36688334
"SLC1A4"	"2"	64988477	65023865
"SLC25A27"	"6"	46652915	46678190
"SLC25A45"	"11"	65375192	65383701
"SLC26A2"	"5"	149960758	149993455
"SLC27A1"	"19"	17468769	17506168
"SLC27A2"	"15"	50182196	50236385
"SLC28A3"	"9"	84275457	84340758
"SLC29A4"	"7"	5274369	5306912
"SLC2A14"	"12"	7812512	7891148
"SLC34A2"	"4"	25648011	25678748
"SLC35E2A"	"1"	1734690	1739557
"SLC35E2B"	"1"	1659529	1692795
"SLC38A4"	"12"	46764761	46832408
"SLC43A1"	"11"	57484534	57515780
"SLC43A2"	"HSCHR17_1_CTG2"	1	58914
"SLC43A2"	"17"	1569268	1628886
"SLC44A2"	"19"	10602457	10644557
"SLC45A1"	"1"	8318114	8344167
"SLC4A4"	"4"	71062667	71572087
"SLC4A5"	"2"	74216242	74343416
"SLC66A1L"	"3"	157543246	157677749
"SLC6A16"	"19"	49289638	49325215
"SLC6A20"	"3"	45755449	45796574
"SLC6A3"	"5"	1392794	1445440
"SLC6A3"	"HSCHR5_3_CTG1"	64343	121219
"SLC6A8"	"X"	153687926	153696588
"SLC7A10"	"19"	33208664	33225850
"SLC7A2"	"8"	17497088	17570573
"SLC7A4"	"22"	21028718	21032840
"SLC7A7"	"14"	22773222	22829820
"SLC7A8"	"14"	23125295	23183674
"SLC7A9"	"19"	32830509	32869767
"SLC9A3"	"5"	470456	524449
"SLC9A3"	"HSCHR5_5_CTG1"	104239	104459
"SLC9A9"	"3"	143265222	143848485
"SLPI"	"20"	45252239	45254564
"SLURP2"	"8"	142764338	142769828
"SMARCA1"	"X"	129446501	129523500
"SMARCD3"	"7"	151238764	151277896
"SMCO3"	"12"	14804650	14814182
"SMIM10L2A"	"X"	135421944	135428075
"SMIM22"	"16"	4788397	4796491
"SMOC1"	"14"	69854131	70032366
"SMPD1"	"11"	6390440	6394998
"SMPDL3B"	"1"	27935000	27959157
"SMTNL2"	"17"	4583999	4608319
"SNAI3"	"16"	88677688	88686507
"SNTB1"	"8"	120535745	120813273
"SNURF"	"15"	24954987	24977850
"SNX18"	"5"	54517759	54546586
"SNX33"	"15"	75647912	75662301
"SOCS2"	"12"	93569814	93583487
