"SYMBOL"	"chromosome_name"	"start_position"	"end_position"
"LARGE2"	"11"	45921621	45929096
"LARP4"	"12"	50392383	50480004
"LAT2"	"7"	74199652	74229834
"LBR"	"1"	225401502	225428925
"LCK"	"1"	32251244	32286165
"LCP1"	"13"	46125920	46211871
"LEAP2"	"5"	132873444	132875046
"LENG1"	"HSCHR19LRC_LRC_J_CTG3_1"	130494	134559
"LENG1"	"HSCHR19LRC_COX1_CTG3_1"	130471	134593
"LENG1"	"HSCHR19LRC_COX2_CTG3_1"	130494	134559
"LENG1"	"HSCHR19LRC_PGF2_CTG3_1"	130494	134559
"LENG1"	"HSCHR19LRC_LRC_S_CTG3_1"	130494	134559
"LENG1"	"HSCHR19LRC_PGF1_CTG3_1"	130474	134594
"LENG1"	"HSCHR19LRC_LRC_I_CTG3_1"	130494	134559
"LENG1"	"HSCHR19_4_CTG3_1"	130490	134559
"LENG1"	"19"	54155161	54159721
"LENG1"	"HSCHR19LRC_LRC_T_CTG3_1"	130494	134559
"LEXM"	"1"	54806063	54842252
"LGALS9B"	"17"	20449395	20467539
"LGALS9C"	"HSCHR17_3_CTG1"	246716	264924
"LGALS9C"	"17"	18476737	18494945
"LGALSL"	"2"	64453969	64461381
"LHX1"	"HSCHR17_7_CTG4"	1173149	1180977
"LHX1"	"17"	36936785	36944612
"LHX2"	"9"	124001670	124033301
"LHX6"	"9"	122202577	122229626
"LIG1"	"19"	48115445	48170603
"LIMK1"	"7"	74082933	74122525
"LIN9"	"1"	226231149	226309869
"LIPG"	"18"	49560699	49599185
"LMNB1"	"5"	126776623	126837020
"LMO7"	"13"	75620434	75859870
"LRP8"	"1"	53242364	53328469
"LRR1"	"14"	49598761	49614672
"LRRC45"	"17"	82023305	82031151
"LRRC8C"	"1"	89633072	89769903
"LRRCC1"	"8"	85107215	85146080
"LRRTM4"	"2"	76747685	77593319
"LSM6"	"4"	146175703	146200000
"LSM8"	"7"	118184144	118204035
"LYAR"	"4"	4267701	4290154
"LYPD3"	"19"	43460787	43465608
"LYPD5"	"19"	43785874	43827206
"MAB21L4"	"2"	240886048	240896889
"MACC1"	"7"	20134655	20217404
"MAD2L1"	"4"	120055623	120066858
"MAGIX"	"X"	49162564	49168774
"MAGIX"	"HSCHRX_3_CTG3"	321515	327725
"MAGOHB"	"12"	10604193	10613609
"MAL2"	"8"	119165034	119245673
"MALL"	"2"	110083870	110116022
"MAMDC4"	"9"	136850943	136860799
"MAMLD1"	"X"	150361422	150514178
"MAOB"	"X"	43766610	43882450
"MAP7"	"6"	136342281	136550819
"MAPK13"	"6"	36127809	36144524
"MAPK8IP2"	"22"	50600793	50613981
"MARCHF4"	"2"	216257865	216372483
"MARVELD3"	"16"	71626161	71642114
"MASTL"	"10"	27154824	27187953
"MATK"	"19"	3777970	3802129
"MBNL3"	"X"	132369320	132489968
"MBOAT1"	"6"	20099684	20212469
"MCIDAS"	"5"	55219564	55227315
"MCM10"	"10"	13161558	13211110
"MCM2"	"3"	127598410	127622436
"MCM3"	"6"	52264014	52284881
"MCM4"	"8"	47960185	47978160
"MCM5"	"22"	35400134	35425431
"MCM6"	"2"	135839626	135876443
"MCM7"	"7"	100092233	100101940
"MCTP1"	"5"	94703690	95285094
"MCTP2"	"15"	94231538	94483952
"MDFI"	"6"	41636882	41654244
"MDFIC"	"7"	114922094	115019917
"MDGA1"	"6"	37630679	37699306
"MEAK7"	"16"	84476355	84554033
"MECOM"	"3"	169083499	169663775
"MED27"	"9"	131852928	132079867
"MED30"	"8"	117520713	117540262
"MELK"	"9"	36572862	36677683
"MESP2"	"15"	89760591	89778754
"METTL1"	"12"	57768471	57772119
"METTL27"	"7"	73834590	73842516
"METTL7B"	"12"	55681736	55684611
"MFSD2A"	"1"	39955112	39969968
"MGME1"	"20"	17969018	17991122
"MILR1"	"17"	64449037	64468643
"MIS18A"	"21"	32268228	32279049
"MISP"	"19"	751112	764318
"MKI67"	"10"	128096659	128126423
"MLC1"	"22"	50059391	50085426
"MLKL"	"16"	74671855	74700960
"MLPH"	"2"	237485428	237555322
"MMD"	"17"	55392622	55421924
"MMP1"	"11"	102789401	102798160
"MMP13"	"11"	102942995	102955732
"MMP9"	"20"	46008908	46016561
"MMS22L"	"6"	97142161	97283217
"MND1"	"4"	153344649	153415118
"MOK"	"14"	102224500	102305190
"MPP1"	"X"	154778684	154821007
"MPP2"	"17"	43875357	43909711
"MPPE1"	"18"	11882622	11908366
"MPPED2"	"11"	30384493	30586872
"MPRIP"	"17"	17042457	17217679
"MRPL12"	"17"	81703367	81707517
"MRPL13"	"8"	120380761	120445402
"MRPS28"	"8"	79918717	80030289
"MSX1"	"4"	4859665	4863936
"MT1A"	"16"	56638666	56640087
"MT1E"	"16"	56625475	56627112
"MT1X"	"16"	56682470	56684196
"MT2A"	"16"	56608584	56609497
"MTAP"	"9"	21802636	21937651
"MTBP"	"8"	120445400	120542133
"MTERF3"	"8"	96239398	96261610
"MTFP1"	"22"	30425623	30429054
"MTFR1"	"8"	65644734	65771261
"MTFR2"	"6"	136231024	136250335
"MUC12"	"7"	100969565	101018939
"MXRA8"	"1"	1352689	1361777
"MYB"	"6"	135181308	135219173
"MYEOV"	"11"	69294151	69341682
"MYH15"	"3"	108380368	108529322
"MYLK2"	"20"	31819308	31834689
"MYO3B"	"2"	170178145	170655171
"MYO7B"	"2"	127535683	127637729
"MYOM3"	"1"	24056035	24112135
"MZT1"	"13"	72708367	72727629
"NAB2"	"12"	57089043	57095476
"NABP2"	"12"	56222015	56229854
"NALCN"	"13"	101053776	101416508
"NAT16"	"7"	101170496	101180293
"NBN"	"8"	89924515	90003228
"NCAPD2"	"12"	6493356	6531955
"NCAPG"	"4"	17810979	17844865
"NCAPG2"	"7"	158631169	158704804
"NCAPH"	"2"	96335766	96377091
"NCEH1"	"3"	172630249	172711218
"NCF2"	"1"	183554461	183590905
"NDC80"	"18"	2571557	2616635
"NDE1"	"16"	15643267	15734691
"NDE1"	"HSCHR16_1_CTG1"	1301278	1384364
"NDUFA6"	"HSCHR22_4_CTG1"	477	5845
"NDUFA6"	"22"	42085526	42090884
"NDUFA6"	"HSCHR22_1_CTG1"	7870	13300
"NDUFA6"	"HSCHR22_2_CTG1"	7870	13300
"NDUFA6"	"HSCHR22_3_CTG1"	7870	13300
"NEBL"	"10"	20779973	21293011
"NECTIN1"	"11"	119623408	119729200
"NECTIN4"	"1"	161070998	161089558
"NEIL3"	"4"	177309874	177362936
"NEK2"	"1"	211658657	211675630
"NEK3"	"13"	52132639	52159597
"NEMP1"	"12"	57055643	57088063
"NEMP2"	"2"	190504338	190534722
"NEURL1B"	"5"	172641263	172691540
"NIF3L1"	"2"	200889327	200903938
"NKAIN4"	"20"	63240784	63272694
"NOX5"	"15"	68930504	69062743
"NOX5"	"15"	69014695	69062762
"NPAS2"	"2"	100820139	100996829
"NPBWR1"	"8"	52939182	52943734
"NPSR1"	"7"	34658218	34878332
"NPTX2"	"7"	98617285	98629869
"NR4A1"	"12"	52022832	52059507
"NR5A2"	"1"	200027614	200177420
"NRG1"	"8"	31639222	32855666
"NRGN"	"11"	124739942	124747210
"NRP2"	"2"	205681990	205798133
"NSUN5"	"7"	73302516	73308826
"NT5DC4"	"2"	112721020	112742879
"NT5E"	"6"	85449584	85495791
"NTF4"	"19"	49061066	49065076
"NTN1"	"17"	9021510	9244000
"NTN4"	"12"	95657807	95791189
"NTNG2"	"9"	132162058	132244526
"NTRK2"	"9"	84668375	85095751
"NUDT1"	"7"	2242226	2251146
"NUDT15"	"13"	48037726	48047221
"NUDT8"	"11"	67627938	67629937
"NUF2"	"1"	163266576	163355764
"NUP205"	"7"	135557917	135648757
"NUP35"	"2"	183117513	183161680
"NUP37"	"12"	102073103	102120120
"NUSAP1"	"15"	41320794	41381050
"NUTM1"	"HSCHR15_9_CTG8"	82056	98563
"NUTM1"	"15"	34343315	34357737
"NXPH4"	"12"	57216794	57226449
"OAS1"	"12"	112905856	112933219
"OAS3"	"12"	112938051	112976460
"OASL"	"12"	121017763	121039246
"OIP5"	"15"	41309273	41332591
"OR2A7"	"7"	144257663	144264792
"OR2A7"	"HSCHR7_3_CTG4_4"	213293	214222
"OR4C6"	"11"	55662201	55666195
"ORC1"	"1"	52372829	52404423
"ORC5"	"7"	104126341	104208047
"ORC6"	"16"	46689643	46698394
"ORMDL2"	"12"	55818041	55821879
"OTUB2"	"HSCHR14_7_CTG1"	1140891	1164186
"OTUB2"	"14"	94026340	94048930
"OTUD6B"	"8"	91070196	91087095
"OVOL1"	"11"	65787063	65797214
"OVOL2"	"20"	17956979	18059188
"P2RY2"	"11"	73218281	73242427
"PA2G4"	"12"	56104537	56113910
"PADI1"	"HG2095_PATCH"	47642	88521
"PADI1"	"1"	17205128	17246007
"PADI3"	"HG2095_PATCH"	91612	126747
"PADI3"	"1"	17249098	17284233
"PADI4"	"1"	17308195	17364004
"PADI4"	"HG2095_PATCH"	153419	209227
"PAK6"	"15"	40217428	40277487
"PALM3"	"HG109_PATCH"	265204	273917
"PALM3"	"19"	14053363	14062076
"PAQR4"	"16"	2969270	2973484
"PAQR5"	"15"	69298912	69407780
"PARP12"	"7"	140023749	140062951
"PARPBP"	"12"	102120183	102197520
"PARVG"	"22"	44172956	44219533
"PASK"	"2"	241106099	241150264
"PAXX"	"9"	136992422	136993984
"PBK"	"8"	27809624	27838082
"PCDH1"	"5"	141853090	141879246
"PCDHA13"	"5"	140882124	141012347
"PCDHA13"	"HG2308_PATCH"	117300	247523
"PCED1B"	"12"	47079603	47236662
"PCLAF"	"15"	64364304	64387687
"PCNA"	"20"	5114953	5126626
"PCOLCE"	"7"	100602363	100608175
"PCSK5"	"9"	75890644	76362975
"PDE4B"	"1"	65792514	66374579
"PDE9A"	"21"	42653621	42775509
"PDLIM2"	"8"	22578279	22598025
"PDSS1"	"10"	26697701	26746798
"PEAR1"	"1"	156893698	156916429
"PFKFB4"	"3"	48517684	48562015
"PGF"	"14"	74941834	74955626
"PGP"	"16"	2211593	2214840
"PHETA2"	"22"	42074248	42079438
"PHF19"	"9"	120855651	120894896
"PHLDA1"	"12"	76025447	76031776
"PHLDA2"	"HSCHR11_1_CTG7"	160388	161570
"PHLDA2"	"11"	2928273	2929420
"PHLDA3"	"1"	201464278	201469237
"PI16"	"6"	36948263	36964837
"PIF1"	"15"	64815632	64825668
"PIK3C2G"	"12"	18242961	18648416
"PIMREG"	"17"	6444441	6451469
"PIP4K2C"	"12"	57591174	57603418
"PIP4P2"	"8"	90993802	91040872
"PITPNC1"	"17"	67377281	67697256
"PKIB"	"6"	122471917	122726373
"PKMYT1"	"16"	2968024	2980479
"PKP3"	"11"	392614	404908
"PLA2G4F"	"15"	42139034	42156636
"PLAUR"	"19"	43646095	43670547
"PLCG2"	"16"	81779279	81962685
"PLCXD1"	"X"	276322	303356
"PLCXD1"	"Y"	276322	303356
"PLEK2"	"14"	67386984	67412167
"PLEKHA6"	"1"	204218853	204377665
"PLEKHA7"	"11"	16777297	17014415
"PLEKHG1"	"6"	150599883	150843665
"PLEKHG6"	"12"	6310436	6328506
"PLK1"	"16"	23677656	23690367
"PLK3"	"1"	44800377	44805990
"PLK4"	"4"	127880893	127899224
"PLLP"	"16"	57248547	57284672
"PLPPR3"	"19"	812488	821955
"PLPPR3"	"HSCHR19_5_CTG2"	328	820
"PLXNA4"	"7"	132123340	132648688
"PMEPA1"	"20"	57648392	57711536
"PNO1"	"2"	68157888	68176238
"PNP"	"14"	20461992	20477094
"PNP"	"HG2526_HG2573_PATCH"	664673	679775
"POC1A"	"3"	52075226	52154690
"POLD1"	"19"	50384204	50418018
"POLE2"	"14"	49643555	49688422
"POLQ"	"3"	121431431	121545988
"POLR3K"	"16"	46407	53608
"PON3"	"7"	95359872	95396375
"POP1"	"8"	98117293	98159835
"POP7"	"7"	100706121	100707486
"POR"	"7"	75899200	75986855
"POU2F2"	"19"	42086110	42196585
"PPARG"	"3"	12287368	12434356
"PPIF"	"10"	79347469	79355334
"PPP1R14C"	"6"	150143044	150250392
"PPP4R3A"	"14"	91457508	91510554
"PPP4R4"	"14"	94146128	94279734
"PPP4R4"	"HSCHR14_7_CTG1"	1260690	1394297
"PRADC1"	"2"	73228010	73233239
"PRC1"	"15"	90966040	90995629
"PRDM8"	"4"	80183879	80204329
"PRICKLE3"	"X"	49174802	49186528
"PRIM1"	"12"	56730438	56752374
"PRIM2"	"6"	57314805	57646850
"PRKAG2"	"7"	151556124	151877214
"PRKCD"	"3"	53156009	53192717
"PRKCH"	"14"	61187559	61550976
"PROB1"	"5"	139390592	139395104
"PRODH"	"22"	18912777	18936553
"PROM2"	"HSCHR2_10_CTG7_2"	36553	53412
"PROM2"	"2"	95274449	95291308
"PRR11"	"17"	59155732	59206709
"PRR13"	"12"	53441678	53446645
"PRR15"	"7"	29563835	29567293
"PRR20G"	"3"	127283783	127288046
"PRR22"	"19"	5782960	5784746
"PRSS22"	"HSCHR16_5_CTG1"	32208	37628
"PRSS22"	"16"	2852730	2858170
"PRSS3"	"9"	33750679	33799231
"PRSS8"	"16"	31131433	31135727
"PRTFDC1"	"10"	24848614	24952606
"PSD4"	"2"	113157325	113209396
"PSMC2"	"7"	103328570	103370346
"PSMC3IP"	"17"	42572310	42577831
"PSMD2"	"3"	184299198	184309050
"PSMG3"	"7"	1567332	1571005
"PSRC1"	"1"	109279556	109283186
"PTAFR"	"1"	28147166	28193936
"PTGES"	"9"	129738331	129753042
"PTGES3"	"12"	56663341	56688408
"PTGS1"	"9"	122370530	122395703
"PTHLH"	"12"	27958084	27972733
"PTPRC"	"HSCHR1_3_CTG31"	280076	363881
"PTPRC"	"1"	198638457	198757476
"PTTG1"	"5"	160421855	160428739
"PTX3"	"3"	157436850	157443633
"PUM3"	"9"	2720469	2844095
"PUS7L"	"12"	43718992	43758793
"PXDN"	"2"	1631887	1744852
"PYM1"	"12"	55901413	55932618
"RAB19"	"7"	140404058	140427974
"RAB20"	"13"	110523066	110561722
"RAB25"	"1"	156061160	156070504
"RAB7B"	"1"	205976740	206003461
"RACGAP1"	"12"	49976923	50033136
"RAD21"	"8"	116845934	116874776
"RAD51"	"15"	40694774	40732340
"RAD51AP1"	"12"	4538798	4560047
"RAD54B"	"8"	94371960	94475115
"RAD54L"	"1"	46246461	46278480
"RADIL"	"7"	4797055	4883716
"RAET1E"	"6"	149883179	149898113
"RALB"	"2"	120240064	120294710
"RANBP1"	"22"	20115938	20127355
"RANGAP1"	"22"	41244779	41286187
"RAPGEF5"	"7"	22118236	22357154
"RARG"	"12"	53210567	53232980
"RASA1"	"5"	87267883	87391931
"RASGEF1B"	"4"	81426393	82044244
"RASL10A"	"22"	29312933	29319679
"RASL11A"	"13"	27270830	27275192
"RASSF10"	"11"	13009316	13012119
"RBBP8NL"	"20"	62410237	62427539
"RBIS"	"8"	85214048	85220421
"RBM28"	"7"	128297685	128343908
"RCC1"	"1"	28505943	28539300
"RCL1"	"9"	4792944	4885917
"RDH5"	"12"	55720367	55724705
"RDM1"	"HSCHR17_7_CTG4"	152598	165305
"RDM1"	"17"	35918066	35930773
"RECQL4"	"8"	144511288	144517845
"REEP4"	"8"	22138020	22141951
"RELL2"	"5"	141636950	141641064
"REXO5"	"16"	20806429	20849665
"RFC2"	"7"	74231499	74254458
"RFC3"	"13"	33818069	33966558
"RFC4"	"3"	186789880	186807058
"RFFL"	"17"	35005990	35089319
"RFWD3"	"16"	74621399	74666877
"RGCC"	"13"	41457550	41470871
"RGS17"	"6"	153004459	153131282
"RGS19"	"20"	64073181	64079988
"RGS20"	"8"	53851795	53959303
"RGS4"	"1"	163068775	163076802
"RHEBL1"	"12"	49064676	49070025
"RHNO1"	"12"	2876258	2889524
"RHOF"	"12"	121777754	121803403
"RHOV"	"15"	40872214	40874234
"RIBC2"	"22"	45413693	45432509
"RIPK2"	"8"	89757806	89791064
"RIPK4"	"21"	41739369	41767089
"RMDN1"	"8"	86468257	86514357
"RMI2"	"16"	11249619	11381662
"RNASE1"	"14"	20801228	20802855
"RNASE7"	"14"	21042316	21044234
"RNASEH2A"	"19"	12806584	12813640
"RNASEH2B"	"13"	50909747	51024120
"RNF157"	"17"	76142465	76240493
"RNF223"	"1"	1070967	1074306
"RNF224"	"9"	137227502	137229640
"RPA3"	"7"	7636518	7718607
"RPGR"	"X"	38269163	38327544
"RPP25"	"15"	74954418	74956772
"RPS26"	"12"	56041351	56044697
"RPS6KA4"	"11"	64359148	64372215
"RPS6KA5"	"14"	90847861	91060641
"RPS6KL1"	"14"	74903951	74923302
"RRM2"	"2"	10120698	10211725
"RRS1"	"8"	66429014	66430733
"RSAD2"	"2"	6865557	6898239
"RTKN2"	"10"	62183035	62268844
"RTL1"	"14"	100879753	100903722
"RTL9"	"X"	110358848	110456334
"RXYLT1"	"12"	63779833	63809792
"S100A14"	"1"	153614255	153616986
"S1PR3"	"9"	88990863	89005155
"SAC3D1"	"11"	65040901	65044828
"SAMD9"	"7"	93099513	93118023
"SAP25"	"7"	100572228	100573900
"SAPCD2"	"9"	137062127	137070557
"SARNP"	"12"	55752463	55817724
"SBK3"	"19"	55540656	55545543
"SCEL"	"13"	77535674	77645263
"SCIN"	"7"	12570577	12660182
"SCLY"	"2"	238060924	238099413
"SCNN1G"	"16"	23182745	23216883
"SDR16C5"	"8"	56300005	56320776
"SEMA4C"	"2"	96859718	96870757
"SEMA7A"	"15"	74409289	74433958
"SEMA7A"	"HG2198_PATCH"	238558	263227
"SEPTIN5"	"22"	19714503	19724224
"SERPINA1"	"14"	94376747	94390693
"SERPINA1"	"HSCHR14_7_CTG1"	1493319	1507265
"SERPINA3"	"14"	94612384	94624055
"SERPINA5"	"14"	94561442	94593118
"SERPINB5"	"18"	63476958	63505085
"SERPIND1"	"22"	20774113	20787720
"SFN"	"1"	26863149	26864456
"SFR1"	"10"	104122058	104126385
"SFXN5"	"2"	72942036	73075619
"SGO1"	"3"	20160593	20186206
"SGO2"	"2"	200510008	200584096
"SH2B3"	"12"	111405923	111451623
"SH3BP1"	"22"	37634654	37656117
"SH3TC2"	"5"	148923639	149063163
"SHANK2"	"11"	70467854	71252577
"SHANK3"	"HG1311_HG2539_PATCH"	8917	69331
"SHANK3"	"22"	50674415	50733212
"SHB"	"9"	37915898	38069227
"SHCBP1"	"16"	46578591	46621379
"SHROOM2"	"X"	9786429	9949443
"SIGLEC10"	"19"	51410020	51417803
"SIVA1"	"14"	104753147	104768494
"SKA1"	"HSCHR18_1_CTG1_1"	82802	101980
"SKA1"	"18"	50375040	50394168
"SKA3"	"13"	21153595	21176552
"SLC20A1"	"2"	112645939	112663825
"SLC24A3"	"20"	19212642	19722926
"SLC25A10"	"17"	81712236	81721016
"SLC25A15"	"13"	40789412	40812460
"SLC25A34"	"1"	15736258	15741392
"SLC30A1"	"1"	211571568	211579161
"SLC34A1"	"5"	177379235	177398848
"SLC34A3"	"9"	137230757	137236555
"SLC35F3"	"1"	233904676	234324511
"SLC35G2"	"3"	136818647	136855888
"SLC37A1"	"21"	42496008	42581440
"SLC37A2"	"11"	125063302	125090516
"SLC4A11"	"20"	3227417	3239559
"SLC5A11"	"16"	24845841	24911628
"SLC5A11"	"HG2471_PATCH"	96541	165111
"SLCO2A1"	"3"	133932701	134052184
"SLCO3A1"	"15"	91853708	92172435
"SLCO4A1"	"20"	62642503	62685785
"SLFN13"	"17"	35435096	35448837
"SLIT2"	"4"	20251905	20620561
"SMAD6"	"15"	66702236	66782849
"SMAGP"	"12"	51244558	51270415
"SMARCA2"	"9"	1980290	2193624
"SMARCC2"	"12"	56162359	56189567
"SMC1B"	"22"	45344063	45413619
"SMC2"	"9"	104094260	104141419
"SMC4"	"3"	160399274	160434954
"SMIM3"	"5"	150778757	150796734
"SMURF1"	"7"	99027440	99144108
"SNCB"	"5"	176620082	176630556
"SNCG"	"10"	86958599	86963258
"SNN"	"16"	11668455	11679152
"SNRPG"	"2"	70281362	70293740
"SORCS2"	"4"	7192538	7742836
"SOX15"	"17"	7588178	7590094
"SOX2"	"3"	181711925	181714436
"SOX21"	"13"	94709622	94712545
"SP140"	"2"	230203110	230313215
"SPACA7"	"13"	112376355	112434689
"SPACA7"	"HSCHR13_1_CTG1"	177289	235659
"SPAG1"	"8"	100157906	100259278
"SPAG5"	"17"	28577565	28599025
"SPATS2L"	"2"	200305881	200482264
"SPC25"	"HSCHR2_1_CTG7_2"	3770	99998
"SPC25"	"2"	168834132	168913371
"SPDL1"	"5"	169583636	169604778
"SPHK1"	"17"	76376584	76387860
"SPINT1"	"15"	40844018	40858207
"SPINT2"	"19"	38244035	38292615
"SPNS2"	"17"	4498881	4539035
"SPOCD1"	"1"	31790422	31816022
"SPRED2"	"2"	65310851	65432637
"SPRED3"	"19"	38388421	38399587
"SPRR1B"	"1"	153031203	153032900
"SPRR3"	"1"	153001747	153003856
"SPRY4"	"5"	142310427	142326455
"SPRYD7"	"13"	49912702	49936490
"SRCIN1"	"17"	38530031	38605952
"SRCIN1"	"HSCHR17_7_CTG4"	2565317	2641249
"SRPK3"	"X"	153776412	153785732
"SSUH2"	"3"	8619386	8745040
"ST14"	"11"	130159782	130210362
"ST6GALNAC2"	"17"	76565377	76586956
"STAMBPL1"	"10"	88879734	88975153
"STEAP1"	"7"	90154456	90164829
"STEAP1B"	"7"	22419444	22727613
"STIL"	"1"	47250139	47314892
"STK39"	"2"	167954020	168247595
"STPG3"	"9"	137251261	137253483
"STPG4"	"2"	47045538	47155308
"STRA6"	"15"	74179466	74212267
"STRA6"	"HG2198_PATCH"	6891	39692
"STRIP2"	"7"	129434432	129488399
"STX1A"	"7"	73699206	73719672
"STYK1"	"12"	10618923	10674318
"SUGT1"	"13"	52652709	52700909
"SULT1A4"	"16"	29459913	29464966
"SULT2B1"	"19"	48552172	48599425
"SURF2"	"9"	133356550	133361158
"SURF2"	"HG2030_PATCH"	182644	187252
"SUV39H1"	"X"	48695554	48709016
"SYCE2"	"19"	12898786	12919293
"SYCP2"	"20"	59863564	59933655
"SYK"	"9"	90801787	90898549
"SYN2"	"3"	12004388	12192032
"SYNE3"	"14"	95407266	95516650
"SYNE4"	"19"	36003307	36008813
"SYNJ2"	"6"	157981863	158099176
"SYT12"	"11"	67006778	67050863
"SYT17"	"16"	19167971	19268332
"SYTL1"	"1"	27342020	27353937
"SYTL5"	"X"	38006553	38128819
"TACC3"	"4"	1712858	1745171
"TAS1R3"	"1"	1331280	1335314
"TBC1D30"	"12"	64759484	64881033
"TBC1D31"	"8"	123041968	123152153
"TBXAS1"	"7"	139777051	140020325
"TCF19"	"HSCHR6_MHC_DBB_CTG1"	2417862	2423531
"TCF19"	"HSCHR6_MHC_MCF_CTG1"	2502701	2508330
"TCF19"	"HSCHR6_MHC_QBL_CTG1"	2416574	2422248
"TCF19"	"HSCHR6_MHC_COX_CTG1"	2640970	2646639
"TCF19"	"6"	31158331	31167159
"TCF19"	"HSCHR6_MHC_SSTO_CTG1"	2461957	2467631
"TCF19"	"HSCHR6_MHC_MANN_CTG1"	2469087	2474716
"TCF7"	"5"	134114681	134151865
"TCN1"	"11"	59852800	59866489
"TCOF1"	"5"	150357629	150400308
"TEDC1"	"14"	105489855	105499575
"TEDC2"	"16"	2460086	2464963
"TEX22"	"14"	105398538	105450106
"TFAP2C"	"20"	56629306	56639283
"TGFA"	"2"	70447284	70554193
"TGM2"	"20"	38127385	38166578
"TH"	"11"	2163929	2171815
"THEG"	"19"	361747	376026
"THSD7B"	"2"	136765545	137677718
"TICRR"	"15"	89575469	89631056
"TIGAR"	"12"	4307763	4360028
"TIMELESS"	"12"	56416363	56449426
"TIMP4"	"3"	12153068	12158912
"TINAGL1"	"1"	31576485	31587686
"TIPIN"	"15"	66336191	66386746
"TK1"	"17"	78174091	78187233
"TM4SF18"	"3"	149318498	149334414
"TM4SF19"	"3"	196319342	196338503
"TMC4"	"HSCHR19LRC_LRC_I_CTG3_1"	135016	148058
"TMC4"	"HSCHR19LRC_PGF2_CTG3_1"	135016	148058
"TMC4"	"HSCHR19LRC_LRC_J_CTG3_1"	135016	148058
"TMC4"	"19"	54160108	54173250
"TMC4"	"HSCHR19LRC_COX2_CTG3_1"	135016	148058
"TMC4"	"HSCHR19LRC_LRC_S_CTG3_1"	135016	148058
"TMC4"	"HSCHR19LRC_COX1_CTG3_1"	134958	148022
"TMC4"	"HSCHR19_4_CTG3_1"	134959	148058
"TMC4"	"HSCHR19LRC_PGF1_CTG3_1"	134959	148028
"TMC4"	"HSCHR19LRC_LRC_T_CTG3_1"	135016	148058
"TMC6"	"17"	78107397	78132407
"TMC8"	"17"	78130770	78142968
"TMEM107"	"17"	8172457	8176399
"TMEM117"	"12"	43835967	44389762
"TMEM156"	"4"	38966744	39032922
"TMEM158"	"3"	45224466	45226287
"TMEM190"	"19"	55376826	55378246
"TMEM200B"	"1"	29119429	29123903
"TMEM30B"	"14"	61277370	61281761
"TMEM70"	"8"	73972437	73982783
"TMPO"	"12"	98515579	98550351
"TMPRSS11E"	"HSCHR4_1_CTG9"	141140	191291
"TMPRSS11E"	"4"	68447463	68497604
"TMPRSS13"	"11"	117900641	117929459
"TMPRSS4"	"11"	118077012	118121890
"TNC"	"9"	115019575	115118207
"TNFAIP2"	"14"	103121476	103137439
"TNFRSF12A"	"16"	3018445	3022383
"TNFRSF1B"	"1"	12166991	12209228
"TNFRSF6B"	"20"	63696652	63698684
"TNS4"	"17"	40475828	40501623
"TOE1"	"1"	45340052	45343973
"TONSL"	"8"	144428775	144444440
"TOP2A"	"17"	40388525	40417896
"TOPBP1"	"3"	133598175	133662380
"TP63"	"3"	189631389	189897276
"TP73"	"1"	3652516	3736201
"TPX2"	"20"	31739271	31801805
"TRAIP"	"3"	49828601	49856574
"TREX2"	"X"	153444473	153470587
"TRIM28"	"19"	58544064	58550722
"TRIOBP"	"22"	37697048	37776556
"TRMT61A"	"14"	103529196	103537073
"TROAP"	"12"	49323236	49331731
"TRPS1"	"8"	115408496	115809673
"TRPV2"	"17"	16415571	16437003
"TRPV4"	"12"	109783087	109833406
"TSFM"	"12"	57782761	57808071
"TSSK2"	"22"	19131308	19132622
"TTC22"	"1"	54779712	54801323
"TTC26"	"7"	139133744	139191986
"TTC39A"	"1"	51287258	51345116
"TTK"	"6"	80003887	80042527
"TTYH1"	"19"	54415219	54436904
"TTYH1"	"HSCHR19LRC_COX1_CTG3_1"	321737	343424
"TTYH1"	"HSCHR19_4_CTG3_1"	397719	419194
"TTYH1"	"HSCHR19LRC_PGF1_CTG3_1"	319913	341588
"TUBA1B"	"12"	49127782	49131397
"TUBA1C"	"12"	49188736	49274600
"TUBB4B"	"9"	137241287	137243707
"TUBG1"	"17"	42609641	42615238
"TWF1"	"12"	43793723	43806328
"TYMP"	"22"	50525752	50530032
"TYMS"	"18"	657653	673578
"TYRO3"	"15"	41557675	41583589
"UACA"	"15"	70654554	70763558
"UBALD2"	"17"	76265348	76271298
"UBASH3B"	"11"	122655722	122814473
"UBE2C"	"20"	45812576	45816957
"UBE2E3"	"2"	180967248	181076585
"UBE2S"	"19"	55399745	55407788
"UBE2T"	"1"	202331544	202341984
"UBR7"	"HSCHR14_7_CTG1"	321618	343777
"UBR7"	"14"	93207241	93229215
"UCN2"	"3"	48561718	48563781
"UFSP1"	"7"	100888721	100889715
"UGT8"	"4"	114598770	114678225
"UHRF1"	"19"	4903080	4962154
"UHRF2"	"9"	6413151	6507054
"UNC93A"	"6"	167271169	167316014
"UNKL"	"16"	1363205	1414751
"USP15"	"12"	62260338	62417431
"USP51"	"X"	55484616	55489848
"UTP23"	"8"	116766505	116849463
"VGF"	"7"	101162509	101165569
"VRK1"	"14"	96797304	96954846
"WDHD1"	"14"	54938949	55027105
"WDR62"	"19"	36054649	36105108
"WDR76"	"15"	43826980	43868412
